,position (um),Fat2 intensity,Abi intensity,phal intensity
0,0.0,0.5833,1.0,4.7499
1,0.06889,1.5264,1.03379,1.3144
2,0.13779,3.1014,0.71253,2.0749
3,0.20668,4.128,0.16302,1.6557
4,0.27558,4.5654,0.91379,2.6563
5,0.34447,5.1383,1.25091,3.9425
6,0.41337,11.8588,2.05688,1.4108
7,0.48226,22.0906,2.39288,3.7963
8,0.55116,30.9023,1.98423,6.0143
9,0.62005,19.9481,1.88491,7.8274
10,0.68894,16.5675,3.05605,7.1987
11,0.75784,11.9797,1.87935,10.9032
12,0.82673,7.1318,2.78156,15.6951
13,0.89563,1.1119,0.3161,15.8118
14,0.96452,1.9135,0.70629,15.8591
15,1.03342,1.3902,0.32155,16.8279
16,1.10231,0.7314,2.19276,15.9474
17,1.17121,1.8864,3.12809,11.1775
18,1.2401,0.4651,0.67014,10.2954
19,1.309,0.3287,0.57253,9.1361
20,1.37789,0.5128,0.17093,7.8222
21,1.44678,0.5817,0.19391,5.7458
22,1.51568,0.0,0.0,5.385
23,1.58457,0.0,0.0,4.7747
24,1.65347,0.0305,0.00763,3.3389
25,1.72236,0.8768,0.50902,0.1803
26,1.79126,0.8662,0.60969,0.2779
27,1.86015,0.0,0.44639,0.726
28,1.92905,1.5582,0.20283,1.2907
29,1.99794,2.25,0.0,1.5
