,position (um),Fat2 intensity,Abi intensity,phal intensity
0,0.0,4.0,3.0,4.125
1,0.06889,3.4762,2.8067,1.369
2,0.13779,2.9393,2.928,1.8577
3,0.20668,2.0816,3.398,3.2194
4,0.27558,2.3954,2.0026,4.4855
5,0.34447,2.4289,2.0,1.9875
6,0.41337,3.0612,1.9235,5.551
7,0.48226,13.2778,1.4444,7.3333
8,0.55116,28.699,2.4076,6.7871
9,0.62005,37.8776,3.7143,8.6224
10,0.68894,36.9989,8.1808,13.6638
11,0.75784,27.6434,11.5952,20.6672
12,0.82673,16.875,6.2551,17.3163
13,0.89563,6.1015,3.5952,16.8362
14,0.96452,2.8333,2.7222,14.0556
15,1.03342,1.9286,2.699,11.3265
16,1.10231,2.1905,3.0482,9.8115
17,1.17121,2.5762,3.1786,8.5215
18,1.2401,6.9031,3.5255,6.398
19,1.309,6.284,2.5244,3.576
20,1.37789,3.1227,2.3109,1.7528
21,1.44678,4.375,1.5,4.125
