,position (um),Fat2 intensity,Abi intensity,phal intensity
0,0.0,0.5,1.5,5.375
1,0.06889,2.2628,0.55172,3.3585
2,0.13779,1.4951,0.10835,1.6589
3,0.20668,4.2869,0.66082,1.0517
4,0.27558,2.7663,0.28641,2.3716
5,0.34447,5.2782,0.39596,3.7616
6,0.41337,8.9817,0.46552,7.3121
7,0.48226,9.9539,0.52854,5.6201
8,0.55116,14.0568,0.87931,5.4982
9,0.62005,14.2491,4.58858,6.9964
10,0.68894,13.1149,6.34096,9.9999
11,0.75784,16.008,4.82967,18.3315
12,0.82673,11.6379,4.25817,24.6577
13,0.89563,4.3169,3.50297,26.3145
14,0.96452,0.7845,2.44307,19.9452
15,1.03342,0.2898,0.54191,22.3371
16,1.10231,2.2692,1.35048,24.3173
17,1.17121,3.3151,0.26754,21.7878
18,1.2401,2.1904,1.54533,20.798
19,1.309,2.0392,1.90755,23.9938
20,1.37789,0.2604,0.76724,24.3444
21,1.44678,0.975,0.12069,20.1897
22,1.51568,0.5789,0.24004,14.1902
23,1.58457,0.0,0.0,10.4655
24,1.65347,0.0,0.08249,10.3793
25,1.72236,0.0,0.89417,8.4804
26,1.79126,0.0,1.81302,6.1969
27,1.86015,0.3817,0.2069,8.6816
28,1.92905,1.3533,1.31064,7.9218
29,1.99794,1.5,0.5,4.5
